+-------+---------------------+-------+
| Epoch |         bpd         |   lr  |
+-------+---------------------+-------+
|   1   |  0.3744817348569632 | 0.001 |
|   2   | 0.37095216067973524 | 0.001 |
|   3   |  0.3396912214718759 | 0.001 |
|   4   |  0.2973150713928044 | 0.001 |
|   5   |  0.2730351559026167 | 0.001 |
|   6   |  0.2663101568305865 | 0.001 |
|   7   |  0.2603614666685462 | 0.001 |
|   8   |  0.2575555106578395 | 0.001 |
|   9   |  0.2576736662723124 | 0.001 |
|   10  | 0.25000694159884007 | 0.001 |
|   11  |  0.2545714904554188 | 0.001 |
|   12  |  0.2566344066616148 | 0.001 |
|   13  | 0.24477616969961674 | 0.001 |
|   14  | 0.24359064837452024 | 0.001 |
|   15  | 0.24751858132425697 | 0.001 |
|   16  |  0.2514451798610389 | 0.001 |
|   17  | 0.23808831274043768 | 0.001 |
|   18  | 0.24093245785217732 | 0.001 |
|   19  | 0.23435979012865574 | 0.001 |
|   20  |  0.2538145658606663 | 0.001 |
|   21  | 0.23659824833273888 | 0.001 |
|   22  |  0.228494887733832  | 0.001 |
|   23  |  0.2326819003606215 | 0.001 |
|   24  | 0.23881813132204116 | 0.001 |
|   25  |  0.2404854571307078 | 0.001 |
|   26  | 0.23379502894356846 | 0.001 |
|   27  | 0.23955045346170664 | 0.001 |
|   28  | 0.24205447340384126 | 0.001 |
|   29  | 0.23990441140718757 | 0.001 |
|   30  | 0.23178885424509643 | 0.001 |
|   31  | 0.23414435098413378 | 0.001 |
|   32  | 0.23126385226845741 | 0.001 |
|   33  |  0.2367631280608475 | 0.001 |
|   34  | 0.23370564004871994 | 0.001 |
|   35  |  0.2429597254563123 | 0.001 |
|   36  | 0.23599067713599653 | 0.001 |
|   37  | 0.23903367791324853 | 0.001 |
|   38  | 0.23511896854732187 | 0.001 |
|   39  | 0.22689581751357765 | 0.001 |
|   40  |  0.2327004463458434 | 0.001 |
|   41  | 0.23576238875743002 | 0.001 |
|   42  | 0.23687224024441092 | 0.001 |
|   43  |  0.2355054676020518 | 0.001 |
|   44  | 0.23264667864423244 | 0.001 |
|   45  | 0.23490054504945873 | 0.001 |
|   46  |  0.2363963208394125 | 0.001 |
|   47  | 0.23440781737677752 | 0.001 |
|   48  | 0.22965061186347158 | 0.001 |
|   49  | 0.22572811921592803 | 0.001 |
|   50  | 0.22449364149011672 | 0.001 |
|   51  |  0.2313384150294587 | 0.001 |
|   52  |  0.2333069942239672 | 0.001 |
|   53  |  0.2272798608895391 | 0.001 |
|   54  | 0.23280319942627103 | 0.001 |
|   55  | 0.24011743474286049 | 0.001 |
|   56  | 0.23168672090396286 | 0.001 |
|   57  | 0.21859425368718802 | 0.001 |
|   58  |  0.2328174180071801 | 0.001 |
|   59  | 0.24167409470770507 | 0.001 |
|   60  |  0.2236977738980204 | 0.001 |
|   61  | 0.22416358979884535 | 0.001 |
|   62  | 0.22930920887738465 | 0.001 |
|   63  | 0.23597701403312385 | 0.001 |
|   64  | 0.24712169386446475 | 0.001 |
|   65  | 0.23463734133169056 | 0.001 |
|   66  |  0.2376790295075625 | 0.001 |
|   67  |  0.2257898436114192 | 0.001 |
|   68  | 0.22360462721902877 | 0.001 |
|   69  | 0.22613160904031246 | 0.001 |
|   70  | 0.22894739244598894 | 0.001 |
|   71  |  0.2314292336301878 | 0.001 |
|   72  |  0.2299470299296081 | 0.001 |
|   73  | 0.22290403090417385 | 0.001 |
|   74  |  0.2345510745467618 | 0.001 |
|   75  |  0.2320443990593776 | 0.001 |
|   76  | 0.23170872098300607 | 0.001 |
|   77  | 0.22588232124689966 | 0.001 |
|   78  | 0.21488393352366983 | 0.001 |
|   79  | 0.22154309190809726 | 0.001 |
|   80  | 0.22042484240140767 | 0.001 |
|   81  | 0.22745133383199573 | 0.001 |
|   82  |  0.2141017104545608 | 0.001 |
|   83  | 0.21938299609348177 | 0.001 |
|   84  | 0.21745049918536097 | 0.001 |
|   85  | 0.22029574704822152 | 0.001 |
|   86  | 0.22359452717471867 | 0.001 |
|   87  | 0.21890314870048314 | 0.001 |
|   88  | 0.23451453423593194 | 0.001 |
|   89  | 0.22667991465888918 | 0.001 |
|   90  | 0.21716450762469322 | 0.001 |
|   91  | 0.22123259764630349 | 0.001 |
|   92  | 0.22446584463585167 | 0.001 |
|   93  | 0.21556034038774669 | 0.001 |
|   94  | 0.21919667802751064 | 0.001 |
|   95  |  0.2216086611757055 | 0.001 |
|   96  | 0.22189429171383382 | 0.001 |
|   97  | 0.22387251024134458 | 0.001 |
|   98  | 0.21826132372952997 | 0.001 |
|   99  | 0.22052309116348623 | 0.001 |
|  100  |  0.2109374225931242 | 0.001 |
|  101  | 0.22212710723746568 | 0.001 |
|  102  |  0.2215603356063366 | 0.001 |
|  103  | 0.21972215327899902 | 0.001 |
|  104  | 0.21501845546532422 | 0.001 |
|  105  |  0.2156259220931679 | 0.001 |
|  106  | 0.21197464423719795 | 0.001 |
|  107  |  0.2104129384132102 | 0.001 |
|  108  | 0.23435150703880936 | 0.001 |
|  109  | 0.21975745679810643 | 0.001 |
|  110  | 0.22332765804603696 | 0.001 |
|  111  | 0.22833583276718855 | 0.001 |
|  112  | 0.22774531117174773 | 0.001 |
|  113  | 0.22379514374770224 | 0.001 |
|  114  |  0.2142938791587949 | 0.001 |
|  115  | 0.21759945208672435 | 0.001 |
|  116  | 0.22343973437789827 | 0.001 |
|  117  |  0.2102824265183881 | 0.001 |
|  118  | 0.21931222784332932 | 0.001 |
|  119  |  0.2167404158366844 | 0.001 |
|  120  | 0.21787765993271024 | 0.001 |
|  121  |  0.2108972530765459 | 0.001 |
|  122  | 0.22559228974860163 | 0.001 |
|  123  | 0.21449275761377065 | 0.001 |
|  124  |  0.2246320876153186 | 0.001 |
|  125  | 0.21497717919759451 | 0.001 |
|  126  | 0.22483890249859542 | 0.001 |
|  127  |  0.2099816983193159 | 0.001 |
|  128  | 0.22936071774922312 | 0.001 |
|  129  |  0.2198811717843637 | 0.001 |
|  130  | 0.22042739352211357 | 0.001 |
|  131  | 0.21474748704116792 | 0.001 |
|  132  | 0.20889054198749363 | 0.001 |
|  133  | 0.21499469183851033 | 0.001 |
|  134  | 0.21405204141978174 | 0.001 |
|  135  |  0.2070617740834132 | 0.001 |
|  136  |  0.2135757360002026 | 0.001 |
|  137  |  0.2142720939544961 | 0.001 |
|  138  |  0.2151033355668187 | 0.001 |
|  139  | 0.21412339464761318 | 0.001 |
|  140  |  0.2105215996969491 | 0.001 |
|  141  | 0.20984249924775214 | 0.001 |
|  142  | 0.22394762256648393 | 0.001 |
|  143  | 0.21951867836061864 | 0.001 |
|  144  | 0.20836857436690479 | 0.001 |
|  145  |  0.210750148803927  | 0.001 |
|  146  | 0.22298867216333748 | 0.001 |
|  147  |  0.2140440305462107 | 0.001 |
|  148  |  0.2217222604341805 | 0.001 |
|  149  | 0.22278596229851247 | 0.001 |
|  150  |  0.2244813497364521 | 0.001 |
|  151  | 0.21790431579574943 | 0.001 |
|  152  |  0.2062961891386658 | 0.001 |
|  153  | 0.21040866603143513 | 0.001 |
|  154  |  0.2173206749651581 | 0.001 |
|  155  |  0.2181890633609146 | 0.001 |
|  156  | 0.22529386119917036 | 0.001 |
|  157  | 0.21905606399290264 | 0.001 |
