+-------+---------------------+-------+
| Epoch |         bpd         |   lr  |
+-------+---------------------+-------+
|   1   | 0.34061631731688974 | 0.001 |
|   2   |  0.3213293947279453 | 0.001 |
|   3   | 0.31988056242465973 | 0.001 |
|   4   |  0.3004314075410366 | 0.001 |
|   5   | 0.25287686713039875 | 0.001 |
|   6   | 0.26698234394192694 | 0.001 |
|   7   | 0.26651267416775226 | 0.001 |
|   8   | 0.24980604954063892 | 0.001 |
|   9   | 0.25462776742875576 | 0.001 |
|   10  | 0.22357045531272887 | 0.001 |
|   11  | 0.20758349753916264 | 0.001 |
|   12  | 0.20315906181931495 | 0.001 |
|   13  | 0.20543023504316807 | 0.001 |
|   14  | 0.19939341012388467 | 0.001 |
|   15  |  0.1906074194610119 | 0.001 |
|   16  | 0.20514876309782268 | 0.001 |
|   17  | 0.19780852347612382 | 0.001 |
|   18  | 0.19560898035764696 | 0.001 |
|   19  |  0.1825226141884923 | 0.001 |
|   20  | 0.20293885327875613 | 0.001 |
|   21  |  0.1946531480550766 | 0.001 |
|   22  | 0.18642617169767617 | 0.001 |
|   23  | 0.18842600295320153 | 0.001 |
|   24  |  0.1981205700337887 | 0.001 |
|   25  | 0.19511617109179497 | 0.001 |
|   26  | 0.19085432570427657 | 0.001 |
|   27  |  0.1842411183565855 | 0.001 |
|   28  | 0.18396879117935896 | 0.001 |
|   29  | 0.19414938192814588 | 0.001 |
|   30  |  0.201308838352561  | 0.001 |
|   31  |  0.1905543542653322 | 0.001 |
|   32  | 0.19220322899520398 | 0.001 |
|   33  | 0.19284849271178245 | 0.001 |
|   34  | 0.18651985041797162 | 0.001 |
|   35  | 0.18767788894474507 | 0.001 |
|   36  | 0.18654945708811282 | 0.001 |
|   37  | 0.19134713802486658 | 0.001 |
|   38  | 0.18289658058434724 | 0.001 |
|   39  |  0.1795303636416793 | 0.001 |
|   40  | 0.18842200107872487 | 0.001 |
|   41  | 0.18292570888996124 | 0.001 |
|   42  |  0.1858624541759491 | 0.001 |
|   43  | 0.18758276246488095 | 0.001 |
|   44  | 0.16851060193032028 | 0.001 |
|   45  | 0.18285991340875626 | 0.001 |
|   46  |  0.1837725380808115 | 0.001 |
|   47  |  0.1809167666360736 | 0.001 |
|   48  |  0.1829346789419651 | 0.001 |
|   49  |  0.1772532308474183 | 0.001 |
|   50  | 0.18185551416128873 | 0.001 |
|   51  |  0.1877512524276972 | 0.001 |
|   52  | 0.17853677652776243 | 0.001 |
|   53  |  0.1726115296408534 | 0.001 |
|   54  | 0.18621139954775573 | 0.001 |
|   55  |  0.1820054523833096 | 0.001 |
|   56  | 0.19043486021459102 | 0.001 |
|   57  | 0.18757384471595287 | 0.001 |
|   58  | 0.18203276745975017 | 0.001 |
|   59  | 0.17883291825652123 | 0.001 |
|   60  | 0.18531476967036725 | 0.001 |
|   61  | 0.16616267435252666 | 0.001 |
|   62  | 0.18144830603152515 | 0.001 |
|   63  | 0.17862093664705753 | 0.001 |
|   64  | 0.18263107366859913 | 0.001 |
|   65  |  0.1832985307276249 | 0.001 |
|   66  |  0.1850762051343918 | 0.001 |
|   67  | 0.18029623299837114 | 0.001 |
|   68  | 0.18526265304535627 | 0.001 |
|   69  | 0.17949108857661486 | 0.001 |
|   70  | 0.17953213535249232 | 0.001 |
|   71  | 0.18225712571293115 | 0.001 |
|   72  | 0.17357522662729025 | 0.001 |
|   73  | 0.17315306019037963 | 0.001 |
|   74  |  0.1758030727133155 | 0.001 |
|   75  | 0.17325042523443698 | 0.001 |
|   76  | 0.17280475981533527 | 0.001 |
|   77  | 0.17135931313037872 | 0.001 |
|   78  | 0.16700356665998697 | 0.001 |
|   79  |  0.1747755355015397 | 0.001 |
|   80  | 0.17395717456936835 | 0.001 |
|   81  | 0.17641416437923907 | 0.001 |
|   82  | 0.17469519771635533 | 0.001 |
|   83  | 0.17876053001731634 | 0.001 |
|   84  | 0.18451461531221866 | 0.001 |
|   85  | 0.17049706805497408 | 0.001 |
|   86  | 0.17869396213442088 | 0.001 |
|   87  | 0.17801484860479833 | 0.001 |
|   88  | 0.17139818873256446 | 0.001 |
|   89  |  0.1863930345326662 | 0.001 |
