+-------+--------------------+-------+
| Epoch |        bpd         |   lr  |
+-------+--------------------+-------+
|   1   | 1.075450862836048  | 0.001 |
|   2   | 0.9370794863376802 | 0.001 |
|   3   | 0.9215324953036741 | 0.001 |
|   4   | 0.9047602404872735 | 0.001 |
|   5   | 0.8969572390031297 | 0.001 |
|   6   | 0.8928774307960105 | 0.001 |
|   7   | 0.8485707727110365 | 0.001 |
|   8   | 0.8383963391618822 | 0.001 |
|   9   | 0.8789755233963988 | 0.001 |
|   10  | 0.8023507384692922 | 0.001 |
|   11  | 0.8684044547383272 | 0.001 |
|   12  | 0.8309148911882441 | 0.001 |
|   13  | 0.8333767232453735 | 0.001 |
|   14  | 0.8432635441294811 | 0.001 |
|   15  | 0.8383636376232777 | 0.001 |
|   16  | 0.8072099968374014 | 0.001 |
|   17  | 0.8716521560294774 | 0.001 |
|   18  | 0.8338963617126578 | 0.001 |
|   19  | 0.8145950456675906 | 0.001 |
|   20  | 0.8266145032790645 | 0.001 |
|   21  | 0.8076317300801955 | 0.001 |
|   22  | 0.8129613498222616 | 0.001 |
|   23  | 0.8447002240550784 | 0.001 |
|   24  | 0.8368966609052356 | 0.001 |
|   25  | 0.852872601309754  | 0.001 |
|   26  |  0.8080373995989   | 0.001 |
|   27  | 0.7972159982408407 | 0.001 |
|   28  | 0.8093332900516242 | 0.001 |
|   29  | 0.7987650207013556 | 0.001 |
|   30  | 0.8242299630599728 | 0.001 |
|   31  | 0.7983189192858511 | 0.001 |
|   32  | 0.8475895174430617 | 0.001 |
|   33  | 0.7859183319087439 | 0.001 |
|   34  | 0.780889991826156  | 0.001 |
|   35  | 0.7754914574729314 | 0.001 |
|   36  | 0.8166179947686971 | 0.001 |
|   37  | 0.8013337187464751 | 0.001 |
|   38  | 0.8275948808167336 | 0.001 |
|   39  | 0.7681702592589391 | 0.001 |
|   40  | 0.8070657075234374 | 0.001 |
|   41  | 0.8217957799670221 | 0.001 |
|   42  | 0.7825264713547694 | 0.001 |
|   43  | 0.7420475505747706 | 0.001 |
|   44  | 0.7935204519536548 | 0.001 |
