+-------+---------------------+-------+
| Epoch |         bpd         |   lr  |
+-------+---------------------+-------+
|   1   |  0.5332628901345389 | 0.001 |
|   2   |  0.4767241786207472 | 0.001 |
|   3   | 0.47193906014306203 | 0.001 |
|   4   |  0.4642649007184165 | 0.001 |
|   5   | 0.43065547691072736 | 0.001 |
|   6   |  0.429508846282959  | 0.001 |
|   7   |  0.4385943588869912 | 0.001 |
|   8   |  0.4142769260406494 | 0.001 |
|   9   | 0.44744511113848007 | 0.001 |
|   10  |  0.4128097632612501 | 0.001 |
|   11  |  0.4180330511374133 | 0.001 |
|   12  |  0.4001006734030587 | 0.001 |
|   13  |  0.3783054311445781 | 0.001 |
|   14  |  0.3520604438270841 | 0.001 |
|   15  | 0.39110095831326075 | 0.001 |
|   16  | 0.36556901397023883 | 0.001 |
|   17  |  0.3490779321534293 | 0.001 |
|   18  |  0.3501341286386762 | 0.001 |
|   19  | 0.34341548220174656 | 0.001 |
|   20  | 0.36219272245679585 | 0.001 |
|   21  |  0.3551585020678384 | 0.001 |
|   22  |  0.338058675800051  | 0.001 |
|   23  |  0.3594513861111232 | 0.001 |
|   24  |  0.3336105098724365 | 0.001 |
|   25  |  0.3477051226072316 | 0.001 |
|   26  |  0.3340896413752011 | 0.001 |
|   27  |  0.3130279423849923 | 0.001 |
|   28  | 0.32516729009151457 | 0.001 |
|   29  | 0.32442220285960605 | 0.001 |
|   30  |  0.3655685943535396 | 0.001 |
|   31  |  0.3311261010169983 | 0.001 |
|   32  |  0.3289229254041399 | 0.001 |
|   33  |  0.3533865410430091 | 0.001 |
|   34  | 0.33273450578962055 | 0.001 |
|   35  |  0.3427286958524159 | 0.001 |
|   36  |  0.3279761432324137 | 0.001 |
|   37  | 0.30896442825453624 | 0.001 |
|   38  |  0.3537578499061721 | 0.001 |
|   39  | 0.34351169429506573 | 0.001 |
|   40  | 0.34384553633417403 | 0.001 |
|   41  |  0.3325003031321934 | 0.001 |
|   42  | 0.31795523787396296 | 0.001 |
|   43  |  0.3435106221267155 | 0.001 |
|   44  |  0.3392031579613686 | 0.001 |
|   45  | 0.31979316836595534 | 0.001 |
|   46  |  0.3394853320632662 | 0.001 |
|   47  | 0.32007177656888963 | 0.001 |
|   48  |  0.3282647165911538 | 0.001 |
|   49  | 0.34442841297388077 | 0.001 |
|   50  | 0.35694370327677044 | 0.001 |
|   51  | 0.33838003505979264 | 0.001 |
|   52  |  0.3301285105475358 | 0.001 |
|   53  | 0.32085437737192424 | 0.001 |
|   54  |  0.3203958886691502 | 0.001 |
|   55  | 0.33965761484418594 | 0.001 |
|   56  |  0.3200237272466932 | 0.001 |
|   57  | 0.33292313638755255 | 0.001 |
|   58  | 0.32704279678208487 | 0.001 |
|   59  | 0.31376750595229014 | 0.001 |
|   60  |  0.3246306156090328 | 0.001 |
|   61  |  0.3134483303342547 | 0.001 |
|   62  |  0.3189971088683269 | 0.001 |
|   63  |  0.3459174134050097 | 0.001 |
|   64  | 0.31466950372287206 | 0.001 |
|   65  | 0.33442488047054836 | 0.001 |
|   66  |  0.3167330439431327 | 0.001 |
|   67  |  0.3282443779536656 | 0.001 |
|   68  | 0.30989339654786247 | 0.001 |
|   69  |  0.3054959397997175 | 0.001 |
|   70  | 0.30087042706353323 | 0.001 |
|   71  |  0.3139891353504998 | 0.001 |
|   72  |  0.3126283278465271 | 0.001 |
|   73  |  0.313957764676639  | 0.001 |
|   74  |  0.3144881223951067 | 0.001 |
|   75  |  0.3388379398073469 | 0.001 |
|   76  | 0.32737206119298934 | 0.001 |
|   77  | 0.33263621841158186 | 0.001 |
|   78  | 0.33185196008001056 | 0.001 |
|   79  |  0.3179838562692915 | 0.001 |
|   80  |  0.3424930533681597 | 0.001 |
|   81  | 0.33187593051365444 | 0.001 |
|   82  |  0.333627453659262  | 0.001 |
|   83  |  0.3186071758099965 | 0.001 |
|   84  |  0.3293687293188913 | 0.001 |
|   85  |  0.3103065793173654 | 0.001 |
|   86  | 0.33202365251949856 | 0.001 |
|   87  |  0.3345581106458391 | 0.001 |
|   88  | 0.31533482255254475 | 0.001 |
|   89  |  0.3060830959294524 | 0.001 |
|   90  | 0.29329945312227523 | 0.001 |
|   91  | 0.29332895275524684 | 0.001 |
|   92  |  0.3078268177424158 | 0.001 |
|   93  | 0.31012950498717173 | 0.001 |
|   94  | 0.33766683042049406 | 0.001 |
|   95  |  0.3039918669291905 | 0.001 |
|   96  | 0.30943086350389887 | 0.001 |
|   97  |  0.3211145112855094 | 0.001 |
|   98  | 0.29240549337863925 | 0.001 |
|   99  |  0.3138657137325832 | 0.001 |
|  100  |  0.2984625138555254 | 0.001 |
|  101  |  0.3000351282187871 | 0.001 |
|  102  |  0.3224319218908037 | 0.001 |
|  103  | 0.29907847225666045 | 0.001 |
|  104  | 0.32697331057276047 | 0.001 |
|  105  |  0.3128503554718835 | 0.001 |
|  106  | 0.33286859745638714 | 0.001 |
|  107  | 0.31124599051475527 | 0.001 |
|  108  |  0.3115889628103801 | 0.001 |
|  109  |  0.2966666843720845 | 0.001 |
|  110  | 0.30287263325282504 | 0.001 |
|  111  | 0.31346372652053833 | 0.001 |
|  112  | 0.32728205122280163 | 0.001 |
|  113  | 0.29553124189376834 | 0.001 |
|  114  |  0.312212801865169  | 0.001 |
|  115  | 0.32937495911121367 | 0.001 |
|  116  | 0.32477718586581095 | 0.001 |
|  117  |  0.3008689845289503 | 0.001 |
|  118  |  0.2931327603544508 | 0.001 |
|  119  | 0.31699402928352355 | 0.001 |
|  120  |  0.3010812732540071 | 0.001 |
|  121  | 0.28498669370583124 | 0.001 |
|  122  |  0.3067928086348942 | 0.001 |
|  123  | 0.30381773478644236 | 0.001 |
|  124  |  0.2951005026953561 | 0.001 |
|  125  | 0.32214849533353535 | 0.001 |
|  126  | 0.29505150033746447 | 0.001 |
|  127  | 0.31648312630823683 | 0.001 |
|  128  |  0.301598790713719  | 0.001 |
|  129  |  0.3041343758106232 | 0.001 |
|  130  | 0.28119143179484773 | 0.001 |
|  131  |  0.3067604044675827 | 0.001 |
|  132  | 0.30231234925133843 | 0.001 |
|  133  |  0.2906610462495259 | 0.001 |
|  134  | 0.31071867833818706 | 0.001 |
|  135  |  0.293236223084586  | 0.001 |
|  136  | 0.31005233536447796 | 0.001 |
|  137  |  0.3152763362271445 | 0.001 |
|  138  | 0.28647087335586546 | 0.001 |
|  139  | 0.29475350175585063 | 0.001 |
|  140  |  0.2903969658953803 | 0.001 |
|  141  | 0.29199268882615226 | 0.001 |
|  142  | 0.31558640845332825 | 0.001 |
|  143  |  0.3100147829736982 | 0.001 |
|  144  | 0.29980022168159487 | 0.001 |
|  145  | 0.30053274868215835 | 0.001 |
|  146  | 0.30838255964006694 | 0.001 |
|  147  |  0.2971837479046413 | 0.001 |
|  148  | 0.29969320198467797 | 0.001 |
|  149  |  0.2973546839526721 | 0.001 |
|  150  | 0.30815749410220555 | 0.001 |
|  151  | 0.29125436994007653 | 0.001 |
|  152  | 0.29085968153817315 | 0.001 |
|  153  |  0.2938325317416872 | 0.001 |
|  154  | 0.31034276522908893 | 0.001 |
|  155  | 0.31209950738293785 | 0.001 |
|  156  |  0.3102232582569122 | 0.001 |
|  157  |  0.2998129422664642 | 0.001 |
|  158  |  0.2836604126564094 | 0.001 |
|  159  | 0.28697921795504433 | 0.001 |
|  160  |  0.2761546363844682 | 0.001 |
|  161  | 0.30341857412883216 | 0.001 |
|  162  |  0.2867523036343711 | 0.001 |
|  163  |  0.2983394439561026 | 0.001 |
|  164  | 0.28934187512738363 | 0.001 |
|  165  | 0.27358036504473005 | 0.001 |
|  166  |  0.2914536260196141 | 0.001 |
|  167  |  0.2746976351737976 | 0.001 |
